"movieid","title","released_year","title_released_year","genres"
72294,"A Christmas Carol",2009,"A Christmas Carol (2009)","Drama"
72294,"A Christmas Carol",2009,"A Christmas Carol (2009)","Fantasy"
72294,"A Christmas Carol",2009,"A Christmas Carol (2009)","IMAX"
95839,"A Christmas Carol",1999,"A Christmas Carol (1999)","Drama"
95839,"A Christmas Carol",1999,"A Christmas Carol (1999)","Fantasy"
107013,"A Christmas Carol",1977,"A Christmas Carol (1977)","Drama"
107013,"A Christmas Carol",1977,"A Christmas Carol (1977)","Fantasy"
8492,"A Christmas Carol (Scrooge)",1951,"A Christmas Carol (Scrooge) (1951)","Drama"
8492,"A Christmas Carol (Scrooge)",1951,"A Christmas Carol (Scrooge) (1951)","Fantasy"
2804,"A Christmas Story",1983,"A Christmas Story (1983)","Children"
2804,"A Christmas Story",1983,"A Christmas Story (1983)","Comedy"
47736,"A Chump at Oxford",1940,"A Chump at Oxford (1940)","Comedy"
8643,"A Cinderella Story",2004,"A Cinderella Story (2004)","Comedy"
8643,"A Cinderella Story",2004,"A Cinderella Story (2004)","Romance"
2433,"A Civil Action",1998,"A Civil Action (1998)","Drama"
8574,"A Claymation Christmas Celebration",1987,"A Claymation Christmas Celebration (1987)","Animation"
8574,"A Claymation Christmas Celebration",1987,"A Claymation Christmas Celebration (1987)","Children"
8574,"A Claymation Christmas Celebration",1987,"A Claymation Christmas Celebration (1987)","Comedy"
8574,"A Claymation Christmas Celebration",1987,"A Claymation Christmas Celebration (1987)","Musical"
1206,"A Clockwork Orange",1971,"A Clockwork Orange (1971)","Crime"
1206,"A Clockwork Orange",1971,"A Clockwork Orange (1971)","Drama"
1206,"A Clockwork Orange",1971,"A Clockwork Orange (1971)","Sci-Fi"
1206,"A Clockwork Orange",1971,"A Clockwork Orange (1971)","Thriller"
33310,"A Common Thread (a.k.a. Sequins) (Brodeuses)",2004,"A Common Thread (a.k.a. Sequins) (Brodeuses) (2004)","Drama"
33310,"A Common Thread (a.k.a. Sequins) (Brodeuses)",2004,"A Common Thread (a.k.a. Sequins) (Brodeuses) (2004)","Romance"
1807,"A Cool, Dry Place",1998,"A Cool, Dry Place (1998)","Drama"
86960,"Across the Hall",2009,"Across the Hall (2009)","Thriller"
54190,"Across the Universe",2007,"Across the Universe (2007)","Drama"
54190,"Across the Universe",2007,"Across the Universe (2007)","Fantasy"
54190,"Across the Universe",2007,"Across the Universe (2007)","Musical"
54190,"Across the Universe",2007,"Across the Universe (2007)","Romance"
5889,"A Cruel Romance (Zhestokij Romans)",1984,"A Cruel Romance (Zhestokij Romans) (1984)","Drama"
5889,"A Cruel Romance (Zhestokij Romans)",1984,"A Cruel Romance (Zhestokij Romans) (1984)","Romance"
3211,"A Cry in the Dark",1988,"A Cry in the Dark (1988)","Drama"
3710,"Action Jackson",1988,"Action Jackson (1988)","Action"
3710,"Action Jackson",1988,"Action Jackson (1988)","Comedy"
3710,"Action Jackson",1988,"Action Jackson (1988)","Crime"
3710,"Action Jackson",1988,"Action Jackson (1988)","Thriller"
93297,"Act of Valor",2012,"Act of Valor (2012)","Action"
93297,"Act of Valor",2012,"Act of Valor (2012)","Thriller"
93297,"Act of Valor",2012,"Act of Valor (2012)","War"
103245,"Adam and Eve (National Lampoon's Adam & Eve)",2005,"Adam and Eve (National Lampoon's Adam & Eve) (2005)","Comedy"
103245,"Adam and Eve (National Lampoon's Adam & Eve)",2005,"Adam and Eve (National Lampoon's Adam & Eve) (2005)","Drama"
103245,"Adam and Eve (National Lampoon's Adam & Eve)",2005,"Adam and Eve (National Lampoon's Adam & Eve) (2005)","Romance"
47491,"Adam's Apples (Adams æbler)",2005,"Adam's Apples (Adams æbler) (2005)","Comedy"
47491,"Adam's Apples (Adams æbler)",2005,"Adam's Apples (Adams æbler) (2005)","Drama"
7121,"Adam's Rib",1949,"Adam's Rib (1949)","Comedy"
7121,"Adam's Rib",1949,"Adam's Rib (1949)","Romance"
89761,"A Dangerous Method",2011,"A Dangerous Method (2011)","Drama"
89761,"A Dangerous Method",2011,"A Dangerous Method (2011)","Thriller"
4449,"Adanggaman",2000,"Adanggaman (2000)","Drama"
5902,"Adaptation",2002,"Adaptation (2002)","Comedy"
5902,"Adaptation",2002,"Adaptation (2002)","Drama"
5902,"Adaptation",2002,"Adaptation (2002)","Romance"
8542,"A Day at the Races",1937,"A Day at the Races (1937)","Comedy"
8542,"A Day at the Races",1937,"A Day at the Races (1937)","Musical"
27075,"Addams Family Reunion",1998,"Addams Family Reunion (1998)","Children"
27075,"Addams Family Reunion",1998,"Addams Family Reunion (1998)","Comedy"
27075,"Addams Family Reunion",1998,"Addams Family Reunion (1998)","Fantasy"
410,"Addams Family Values",1993,"Addams Family Values (1993)","Children"
410,"Addams Family Values",1993,"Addams Family Values (1993)","Comedy"
410,"Addams Family Values",1993,"Addams Family Values (1993)","Fantasy"
1541,"Addicted to Love",1997,"Addicted to Love (1997)","Comedy"
1541,"Addicted to Love",1997,"Addicted to Love (1997)","Romance"
6327,"A Decade Under the Influence",2003,"A Decade Under the Influence (2003)","Documentary"
73858,"A Dennis the Menace Christmas",2007,"A Dennis the Menace Christmas (2007)","Comedy"
172875,"A Detective Story",2003,"A Detective Story (2003)","Animation"
172875,"A Detective Story",2003,"A Detective Story (2003)","Sci-Fi"
101612,"Admission",2013,"Admission (2013)","Comedy"
101612,"Admission",2013,"Admission (2013)","Romance"
167380,"A Dog's Purpose",2017,"A Dog's Purpose (2017)","Comedy"
167380,"A Dog's Purpose",2017,"A Dog's Purpose (2017)","Drama"
6603,"A Double Life",1947,"A Double Life (1947)","Crime"
6603,"A Double Life",1947,"A Double Life (1947)","Drama"
6603,"A Double Life",1947,"A Double Life (1947)","Film-Noir"
67734,"Adventureland",2009,"Adventureland (2009)","Comedy"
67734,"Adventureland",2009,"Adventureland (2009)","Drama"
2133,"Adventures in Babysitting",1987,"Adventures in Babysitting (1987)","Adventure"
2133,"Adventures in Babysitting",1987,"Adventures in Babysitting (1987)","Comedy"
178129,"Adventures in Plymptoons!",2011,"Adventures in Plymptoons! (2011)","Documentary"
95738,"Adventures of Mary-Kate and Ashley, The: The Case of the Christmas Caper",1995,"Adventures of Mary-Kate and Ashley, The: The Case of the Christmas Caper (1995)","Children"
95738,"Adventures of Mary-Kate and Ashley, The: The Case of the Christmas Caper",1995,"Adventures of Mary-Kate and Ashley, The: The Case of the Christmas Caper (1995)","Musical"
95738,"Adventures of Mary-Kate and Ashley, The: The Case of the Christmas Caper",1995,"Adventures of Mary-Kate and Ashley, The: The Case of the Christmas Caper (1995)","Mystery"
172825,"Adventures of Mowgli: The Kidnapping",1968,"Adventures of Mowgli: The Kidnapping (1968)","Adventure"
172825,"Adventures of Mowgli: The Kidnapping",1968,"Adventures of Mowgli: The Kidnapping (1968)","Animation"
172825,"Adventures of Mowgli: The Kidnapping",1968,"Adventures of Mowgli: The Kidnapping (1968)","Children"
147300,"Adventures Of Sherlock Holmes And Dr. Watson: The Twentieth Century Approaches",1986,"Adventures Of Sherlock Holmes And Dr. Watson: The Twentieth Century Approaches (1986)","Crime"
147300,"Adventures Of Sherlock Holmes And Dr. Watson: The Twentieth Century Approaches",1986,"Adventures Of Sherlock Holmes And Dr. Watson: The Twentieth Century Approaches (1986)","Mystery"
26078,"Advise and Consent",1962,"Advise and Consent (1962)","Drama"
71999,"Aelita: The Queen of Mars (Aelita)",1924,"Aelita: The Queen of Mars (Aelita) (1924)","Action"
71999,"Aelita: The Queen of Mars (Aelita)",1924,"Aelita: The Queen of Mars (Aelita) (1924)","Adventure"
71999,"Aelita: The Queen of Mars (Aelita)",1924,"Aelita: The Queen of Mars (Aelita) (1924)","Drama"
71999,"Aelita: The Queen of Mars (Aelita)",1924,"Aelita: The Queen of Mars (Aelita) (1924)","Fantasy"
71999,"Aelita: The Queen of Mars (Aelita)",1924,"Aelita: The Queen of Mars (Aelita) (1924)","Romance"
71999,"Aelita: The Queen of Mars (Aelita)",1924,"Aelita: The Queen of Mars (Aelita) (1924)","Sci-Fi"
71999,"Aelita: The Queen of Mars (Aelita)",1924,"Aelita: The Queen of Mars (Aelita) (1924)","Thriller"
37386,"Aeon Flux",2005,"Aeon Flux (2005)","Action"
37386,"Aeon Flux",2005,"Aeon Flux (2005)","Sci-Fi"
3038,"A Face in the Crowd",1957,"A Face in the Crowd (1957)","Drama"
635,"A Family Thing",1996,"A Family Thing (1996)","Comedy"
635,"A Family Thing",1996,"A Family Thing (1996)","Drama"
98279,"A Fantastic Fear of Everything",2012,"A Fantastic Fear of Everything (2012)","Comedy"
976,"A Farewell to Arms",1932,"A Farewell to Arms (1932)","Romance"
976,"A Farewell to Arms",1932,"A Farewell to Arms (1932)","War"
2268,"A Few Good Men",1992,"A Few Good Men (1992)","Crime"
2268,"A Few Good Men",1992,"A Few Good Men (1992)","Drama"
2268,"A Few Good Men",1992,"A Few Good Men (1992)","Thriller"
3855,"Affair of Love, An (Liaison pornographique, Une)",1999,"Affair of Love, An (Liaison pornographique, Une) (1999)","Drama"
3855,"Affair of Love, An (Liaison pornographique, Une)",1999,"Affair of Love, An (Liaison pornographique, Une) (1999)","Romance"
111551,"Afflicted",2013,"Afflicted (2013)","Horror"
111551,"Afflicted",2013,"Afflicted (2013)","Sci-Fi"
111551,"Afflicted",2013,"Afflicted (2013)","Thriller"
2439,"Affliction",1997,"Affliction (1997)","Drama"
103685,"A Field in England",2013,"A Field in England (2013)","Drama"
103685,"A Field in England",2013,"A Field in England (2013)","Fantasy"
103685,"A Field in England",2013,"A Field in England (2013)","Thriller"
103685,"A Field in England",2013,"A Field in England (2013)","War"
1079,"A Fish Called Wanda",1988,"A Fish Called Wanda (1988)","Comedy"
1079,"A Fish Called Wanda",1988,"A Fish Called Wanda (1988)","Crime"
2951,"A Fistful of Dollars (Per un pugno di dollari)",1964,"A Fistful of Dollars (Per un pugno di dollari) (1964)","Action"
2951,"A Fistful of Dollars (Per un pugno di dollari)",1964,"A Fistful of Dollars (Per un pugno di dollari) (1964)","Western"
126088,"A Flintstones Christmas Carol",1994,"A Flintstones Christmas Carol (1994)","Animation"
126088,"A Flintstones Christmas Carol",1994,"A Flintstones Christmas Carol (1994)","Children"
126088,"A Flintstones Christmas Carol",1994,"A Flintstones Christmas Carol (1994)","Comedy"
134041,"Afonya",1975,"Afonya (1975)","Comedy"
134041,"Afonya",1975,"Afonya (1975)","Drama"
134041,"Afonya",1975,"Afonya (1975)","Romance"
86593,"African Cats",2011,"African Cats (2011)","Adventure"
86593,"African Cats",2011,"African Cats (2011)","Documentary"
4458,"Africa: The Serengeti",1994,"Africa: The Serengeti (1994)","Documentary"
4458,"Africa: The Serengeti",1994,"Africa: The Serengeti (1994)","IMAX"
5720,"A Friend Is a Treasure (Chi Trova Un Amico, Trova un Tesoro) (Who Finds a Friend Finds a Treasure)",1981,"A Friend Is a Treasure (Chi Trova Un Amico, Trova un Tesoro) (Who Finds a Friend Finds a Treasure) (1981)","Action"
5720,"A Friend Is a Treasure (Chi Trova Un Amico, Trova un Tesoro) (Who Finds a Friend Finds a Treasure)",1981,"A Friend Is a Treasure (Chi Trova Un Amico, Trova un Tesoro) (Who Finds a Friend Finds a Treasure) (1981)","Adventure"
5720,"A Friend Is a Treasure (Chi Trova Un Amico, Trova un Tesoro) (Who Finds a Friend Finds a Treasure)",1981,"A Friend Is a Treasure (Chi Trova Un Amico, Trova un Tesoro) (Who Finds a Friend Finds a Treasure) (1981)","Comedy"
139130,"Afro Samurai",2007,"Afro Samurai (2007)","Action"
139130,"Afro Samurai",2007,"Afro Samurai (2007)","Adventure"
139130,"Afro Samurai",2007,"Afro Samurai (2007)","Animation"
139130,"Afro Samurai",2007,"Afro Samurai (2007)","Drama"
139130,"Afro Samurai",2007,"Afro Samurai (2007)","Fantasy"
66335,"Afro Samurai: Resurrection",2009,"Afro Samurai: Resurrection (2009)","Animation"
102880,"After Earth",2013,"After Earth (2013)","Action"
102880,"After Earth",2013,"After Earth (2013)","Adventure"
102880,"After Earth",2013,"After Earth (2013)","IMAX"
102880,"After Earth",2013,"After Earth (2013)","Sci-Fi"
1733,"Afterglow",1997,"Afterglow (1997)","Drama"
1733,"Afterglow",1997,"Afterglow (1997)","Romance"
7419,"After Hours",1985,"After Hours (1985)","Comedy"
7419,"After Hours",1985,"After Hours (1985)","Thriller"
2624,"After Life (Wandafuru raifu)",1998,"After Life (Wandafuru raifu) (1998)","Drama"
2624,"After Life (Wandafuru raifu)",1998,"After Life (Wandafuru raifu) (1998)","Fantasy"
5113,"After the Fox (Caccia alla volpe)",1966,"After the Fox (Caccia alla volpe) (1966)","Comedy"
5113,"After the Fox (Caccia alla volpe)",1966,"After the Fox (Caccia alla volpe) (1966)","Crime"
8968,"After the Sunset",2004,"After the Sunset (2004)","Action"
8968,"After the Sunset",2004,"After the Sunset (2004)","Adventure"
8968,"After the Sunset",2004,"After the Sunset (2004)","Comedy"
8968,"After the Sunset",2004,"After the Sunset (2004)","Crime"
8968,"After the Sunset",2004,"After the Sunset (2004)","Thriller"
7834,"After the Thin Man",1936,"After the Thin Man (1936)","Comedy"
7834,"After the Thin Man",1936,"After the Thin Man (1936)","Crime"
7834,"After the Thin Man",1936,"After the Thin Man (1936)","Mystery"
7834,"After the Thin Man",1936,"After the Thin Man (1936)","Romance"
50514,"After the Wedding (Efter brylluppet)",2006,"After the Wedding (Efter brylluppet) (2006)","Drama"
8796,"A Funny Thing Happened on the Way to the Forum",1966,"A Funny Thing Happened on the Way to the Forum (1966)","Comedy"
8796,"A Funny Thing Happened on the Way to the Forum",1966,"A Funny Thing Happened on the Way to the Forum (1966)","Musical"
3206,"Against All Odds",1984,"Against All Odds (1984)","Romance"
7315,"Against the Ropes",2004,"Against the Ropes (2004)","Comedy"
7315,"Against the Ropes",2004,"Against the Ropes (2004)","Drama"
6624,"Agent Cody Banks",2003,"Agent Cody Banks (2003)","Action"
6624,"Agent Cody Banks",2003,"Agent Cody Banks (2003)","Adventure"
6624,"Agent Cody Banks",2003,"Agent Cody Banks (2003)","Children"
6624,"Agent Cody Banks",2003,"Agent Cody Banks (2003)","Fantasy"
7345,"Agent Cody Banks 2: Destination London",2004,"Agent Cody Banks 2: Destination London (2004)","Action"
7345,"Agent Cody Banks 2: Destination London",2004,"Agent Cody Banks 2: Destination London (2004)","Adventure"
7345,"Agent Cody Banks 2: Destination London",2004,"Agent Cody Banks 2: Destination London (2004)","Children"
7345,"Agent Cody Banks 2: Destination London",2004,"Agent Cody Banks 2: Destination London (2004)","Comedy"
175707,"A German Life",2016,"A German Life (2016)","Documentary"
118880,"A Girl Walks Home Alone at Night",2014,"A Girl Walks Home Alone at Night (2014)","Horror"
118880,"A Girl Walks Home Alone at Night",2014,"A Girl Walks Home Alone at Night (2014)","Romance"
118880,"A Girl Walks Home Alone at Night",2014,"A Girl Walks Home Alone at Night (2014)","Thriller"
3251,"Agnes of God",1985,"Agnes of God (1985)","Drama"
3251,"Agnes of God",1985,"Agnes of God (1985)","Mystery"
100498,"A Good Day to Die Hard",2013,"A Good Day to Die Hard (2013)","Action"
100498,"A Good Day to Die Hard",2013,"A Good Day to Die Hard (2013)","Crime"
100498,"A Good Day to Die Hard",2013,"A Good Day to Die Hard (2013)","IMAX"
100498,"A Good Day to Die Hard",2013,"A Good Day to Die Hard (2013)","Thriller"
49130,"A Good Year",2006,"A Good Year (2006)","Comedy"
49130,"A Good Year",2006,"A Good Year (2006)","Drama"
49130,"A Good Year",2006,"A Good Year (2006)","Romance"
239,"A Goofy Movie",1995,"A Goofy Movie (1995)","Animation"
239,"A Goofy Movie",1995,"A Goofy Movie (1995)","Children"
239,"A Goofy Movie",1995,"A Goofy Movie (1995)","Comedy"
239,"A Goofy Movie",1995,"A Goofy Movie (1995)","Romance"
74624,"Agora",2009,"Agora (2009)","Adventure"
74624,"Agora",2009,"Agora (2009)","Drama"
74624,"Agora",2009,"Agora (2009)","Romance"
1223,"A Grand Day Out with Wallace and Gromit",1989,"A Grand Day Out with Wallace and Gromit (1989)","Adventure"
1223,"A Grand Day Out with Wallace and Gromit",1989,"A Grand Day Out with Wallace and Gromit (1989)","Animation"
1223,"A Grand Day Out with Wallace and Gromit",1989,"A Grand Day Out with Wallace and Gromit (1989)","Children"
1223,"A Grand Day Out with Wallace and Gromit",1989,"A Grand Day Out with Wallace and Gromit (1989)","Comedy"
1223,"A Grand Day Out with Wallace and Gromit",1989,"A Grand Day Out with Wallace and Gromit (1989)","Sci-Fi"
602,"A Great Day in Harlem",1994,"A Great Day in Harlem (1994)","Documentary"
7063,"Aguirre: The Wrath of God (Aguirre, der Zorn Gottes)",1972,"Aguirre: The Wrath of God (Aguirre, der Zorn Gottes) (1972)","Adventure"
7063,"Aguirre: The Wrath of God (Aguirre, der Zorn Gottes)",1972,"Aguirre: The Wrath of God (Aguirre, der Zorn Gottes) (1972)","Drama"
6012,"A Guy Thing",2003,"A Guy Thing (2003)","Comedy"
6012,"A Guy Thing",2003,"A Guy Thing (2003)","Romance"
2863,"A Hard Day's Night",1964,"A Hard Day's Night (1964)","Adventure"
2863,"A Hard Day's Night",1964,"A Hard Day's Night (1964)","Comedy"
2863,"A Hard Day's Night",1964,"A Hard Day's Night (1964)","Musical"
110773,"A Haunted House 2",2014,"A Haunted House 2 (2014)","Comedy"
110773,"A Haunted House 2",2014,"A Haunted House 2 (2014)","Horror"
26796,"A Heart in Winter (Un coeur en hiver)",1992,"A Heart in Winter (Un coeur en hiver) (1992)","Drama"
26796,"A Heart in Winter (Un coeur en hiver)",1992,"A Heart in Winter (Un coeur en hiver) (1992)","Romance"
37733,"A History of Violence",2005,"A History of Violence (2005)","Action"
37733,"A History of Violence",2005,"A History of Violence (2005)","Crime"
37733,"A History of Violence",2005,"A History of Violence (2005)","Drama"
37733,"A History of Violence",2005,"A History of Violence (2005)","Thriller"
8667,"A Home at the End of the World",2004,"A Home at the End of the World (2004)","Drama"
8667,"A Home at the End of the World",2004,"A Home at the End of the World (2004)","Romance"
4370,"A.I. Artificial Intelligence",2001,"A.I. Artificial Intelligence (2001)","Adventure"
4370,"A.I. Artificial Intelligence",2001,"A.I. Artificial Intelligence (2001)","Drama"
4370,"A.I. Artificial Intelligence",2001,"A.I. Artificial Intelligence (2001)","Sci-Fi"
7171,"Aileen: Life and Death of a Serial Killer",2003,"Aileen: Life and Death of a Serial Killer (2003)","Documentary"
3841,"Air America",1990,"Air America (1990)","Action"
3841,"Air America",1990,"Air America (1990)","Comedy"
33629,"Airborne",1993,"Airborne (1993)","Adventure"
33629,"Airborne",1993,"Airborne (1993)","Comedy"
1592,"Air Bud",1997,"Air Bud (1997)","Children"
1592,"Air Bud",1997,"Air Bud (1997)","Comedy"
2152,"Air Bud: Golden Receiver",1998,"Air Bud: Golden Receiver (1998)","Children"
2152,"Air Bud: Golden Receiver",1998,"Air Bud: Golden Receiver (1998)","Comedy"
1608,"Air Force One",1997,"Air Force One (1997)","Action"
1608,"Air Force One",1997,"Air Force One (1997)","Thriller"
413,"Airheads",1994,"Airheads (1994)","Comedy"
2791,"Airplane!",1980,"Airplane! (1980)","Comedy"
2792,"Airplane II: The Sequel",1982,"Airplane II: The Sequel (1982)","Comedy"
2520,"Airport",1970,"Airport (1970)","Drama"
2521,"Airport 1975",1974,"Airport 1975 (1974)","Action"
2521,"Airport 1975",1974,"Airport 1975 (1974)","Drama"
2521,"Airport 1975",1974,"Airport 1975 (1974)","Thriller"
2522,"Airport '77",1977,"Airport '77 (1977)","Drama"
44709,"Akeelah and the Bee",2006,"Akeelah and the Bee (2006)","Drama"
258,"A Kid in King Arthur's Court",1995,"A Kid in King Arthur's Court (1995)","Adventure"
258,"A Kid in King Arthur's Court",1995,"A Kid in King Arthur's Court (1995)","Children"
258,"A Kid in King Arthur's Court",1995,"A Kid in King Arthur's Court (1995)","Comedy"
258,"A Kid in King Arthur's Court",1995,"A Kid in King Arthur's Court (1995)","Fantasy"
258,"A Kid in King Arthur's Court",1995,"A Kid in King Arthur's Court (1995)","Romance"
3640,"A King in New York",1957,"A King in New York (1957)","Comedy"
3640,"A King in New York",1957,"A King in New York (1957)","Drama"
1274,"Akira",1988,"Akira (1988)","Action"
1274,"Akira",1988,"Akira (1988)","Adventure"
1274,"Akira",1988,"Akira (1988)","Animation"
1274,"Akira",1988,"Akira (1988)","Sci-Fi"
6270,"Akira Kurosawa's Dreams (Dreams)",1990,"Akira Kurosawa's Dreams (Dreams) (1990)","Drama"
6270,"Akira Kurosawa's Dreams (Dreams)",1990,"Akira Kurosawa's Dreams (Dreams) (1990)","Fantasy"
4299,"A Knight's Tale",2001,"A Knight's Tale (2001)","Action"
4299,"A Knight's Tale",2001,"A Knight's Tale (2001)","Comedy"
4299,"A Knight's Tale",2001,"A Knight's Tale (2001)","Romance"
588,"Aladdin",1992,"Aladdin (1992)","Adventure"
588,"Aladdin",1992,"Aladdin (1992)","Animation"
588,"Aladdin",1992,"Aladdin (1992)","Children"
588,"Aladdin",1992,"Aladdin (1992)","Comedy"
588,"Aladdin",1992,"Aladdin (1992)","Musical"
1064,"Aladdin and the King of Thieves",1996,"Aladdin and the King of Thieves (1996)","Animation"
1064,"Aladdin and the King of Thieves",1996,"Aladdin and the King of Thieves (1996)","Children"
